date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:53:20	19511/19511	---M--	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2021:49:27%20GMT	https://evmportal-resolve.com/	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/index.html	(from )
14:53:20	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:18%20GMT	https://evmportal-resolve.com/robots.txt		(from )
14:53:21	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:19%20GMT	https://evmportal-resolve.com/assets/img/cta-img-with-bg.png	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/img/cta-img-with-bg.png	(from https://evmportal-resolve.com/)
14:53:23	1740/1740	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2021:53:56%20GMT	https://evmportal-resolve.com/assets/css/plugins/slick.css	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/css/plugins/slick.css	(from https://evmportal-resolve.com/)
14:53:23	3889/3889	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2021:53:13%20GMT	https://evmportal-resolve.com/assets/css/app.css	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/css/app.css	(from https://evmportal-resolve.com/)
14:53:24	206850/206850	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2021:53:56%20GMT	https://evmportal-resolve.com/assets/css/plugins/bootstrap.min.css	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/css/plugins/bootstrap.min.css	(from https://evmportal-resolve.com/)
14:53:25	19335/19335	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2021:53:14%20GMT	https://evmportal-resolve.com/assets/css/select2.min.css	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/css/select2.min.css	(from https://evmportal-resolve.com/)
14:53:25	160134/160134	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2021:53:16%20GMT	https://evmportal-resolve.com/assets/css/style.css	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/css/style.css	(from https://evmportal-resolve.com/)
14:53:25	113/113	---M--	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2021:58:09%20GMT	https://evmportal-resolve.com/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/css/toastr.min.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/css/toastr.min.html	(from https://evmportal-resolve.com/)
14:53:25	76521/76521	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2021:53:56%20GMT	https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/css/plugins/fontawesome.min.css	(from https://evmportal-resolve.com/)
14:53:26	94/94	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2022:05:28%20GMT	https://evmportal-resolve.com/unpkg.com/flowbite%401.5.3/dist/flowbite.min.css	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/unpkg.com/flowbite@1.5.3/dist/flowbite.min.css	(from https://evmportal-resolve.com/)
14:53:27	51791/51791	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Jun%202024%2021:54:34%20GMT	https://evmportal-resolve.com/assets/img/hero_bg4.png	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/img/hero_bg4.png	(from https://evmportal-resolve.com/)
14:53:28	106166/106166	---M--	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2021:59:38%20GMT	https://evmportal-resolve.com/collab-server/index.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/collab-server/index.html	(from https://evmportal-resolve.com/)
14:53:29	51018/51018	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Jun%202024%2021:56:01%20GMT	https://evmportal-resolve.com/assets/js/plugins/isotope.pkg.min.js	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/js/plugins/isotope.pkg.min.js	(from https://evmportal-resolve.com/)
14:53:29	18054/18054	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Jun%202024%2021:55:20%20GMT	https://evmportal-resolve.com/assets/js/main.js	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/js/main.js	(from https://evmportal-resolve.com/)
14:53:29	55289/55289	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Jun%202024%2021:56:02%20GMT	https://evmportal-resolve.com/assets/js/plugins/jquery.slick.min.js	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/js/plugins/jquery.slick.min.js	(from https://evmportal-resolve.com/)
14:53:30	14831/14831	---M--	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2021:57:50%20GMT	https://evmportal-resolve.com/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/toastr.min.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/toastr.min.html	(from https://evmportal-resolve.com/)
14:53:30	150945/150945	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Jun%202024%2021:56:04%20GMT	https://evmportal-resolve.com/assets/js/plugins/jquery-3.6.0.min.js	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/js/plugins/jquery-3.6.0.min.js	(from https://evmportal-resolve.com/)
14:53:30	20252/20252	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Jun%202024%2021:55:20%20GMT	https://evmportal-resolve.com/assets/js/typed.js	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/js/typed.js	(from https://evmportal-resolve.com/)
14:53:30	14831/14831	---M--	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2021:58:41%20GMT	https://evmportal-resolve.com/code.tidio.co/jiwvzqbjcsatcdnogffecycgvhdw332g.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/code.tidio.co/jiwvzqbjcsatcdnogffecycgvhdw332g.html	(from https://evmportal-resolve.com/)
14:53:31	14831/14831	---M--	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2022:04:18%20GMT	https://evmportal-resolve.com/Decimal/decimal.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/Decimal/decimal.html	(from https://evmportal-resolve.com/)
14:53:31	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:30%20GMT	https://evmportal-resolve.com/assets/fonts/fa-brands-400.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-brands-400.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:31	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:30%20GMT	https://evmportal-resolve.com/assets/fonts/fa-brands-400d41dd41d.html?	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-brands-400d41dd41dd41d.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:30%20GMT	https://evmportal-resolve.com/assets/fonts/fa-brands-401.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-brands-401.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:31%20GMT	https://evmportal-resolve.com/assets/fonts/fa-brands-402.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-brands-402.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:31%20GMT	https://evmportal-resolve.com/assets/fonts/fa-brands-403.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-brands-403.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:31%20GMT	https://evmportal-resolve.com/assets/fonts/fa-brands-404.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-brands-404.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:32%20GMT	https://evmportal-resolve.com/assets/fonts/fa-regular-400.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-regular-400.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:34	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:32%20GMT	https://evmportal-resolve.com/assets/fonts/fa-regular-400d41dd41d.html?	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-regular-400d41dd41dd41d.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:34	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:33%20GMT	https://evmportal-resolve.com/assets/fonts/fa-regular-401.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-regular-401.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:34	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:33%20GMT	https://evmportal-resolve.com/assets/fonts/fa-regular-402.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-regular-402.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:35	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:33%20GMT	https://evmportal-resolve.com/assets/fonts/fa-regular-403.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-regular-403.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:35	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:34%20GMT	https://evmportal-resolve.com/assets/fonts/fa-regular-404.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-regular-404.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:35	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:34%20GMT	https://evmportal-resolve.com/assets/fonts/fa-solid-900.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-solid-900.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:36	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:34%20GMT	https://evmportal-resolve.com/assets/fonts/fa-solid-900d41dd41d.html?	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-solid-900d41dd41dd41d.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:36	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:35%20GMT	https://evmportal-resolve.com/assets/fonts/fa-solid-901.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-solid-901.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:37	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:35%20GMT	https://evmportal-resolve.com/assets/fonts/fa-solid-902.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-solid-902.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:37	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:35%20GMT	https://evmportal-resolve.com/assets/fonts/fa-solid-903.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-solid-903.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:37	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:36%20GMT	https://evmportal-resolve.com/assets/fonts/fa-solid-904.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/fonts/fa-solid-904.html	(from https://evmportal-resolve.com/assets/css/plugins/fontawesome.min.css)
14:53:38	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:37%20GMT	https://evmportal-resolve.com/assets/img/drag.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/img/drag.html	(from https://evmportal-resolve.com/assets/css/style.css)
14:53:38	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:37%20GMT	https://evmportal-resolve.com/assets/img/arrow-drop-down.svg	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/assets/img/arrow-drop-down.svg	(from https://evmportal-resolve.com/assets/css/style.css)
14:53:40	1705366/1705366	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Jun%202024%2021:49:59%20GMT	https://evmportal-resolve.com/no.js	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/no.js	(from https://evmportal-resolve.com/)
14:53:43	56054/56054	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2022:01:26%20GMT	https://evmportal-resolve.com/collab-server/src/css/style.css	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/collab-server/src/css/style.css	(from https://evmportal-resolve.com/collab-server/index.html)
14:53:45	546313/546313	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2022:01:30%20GMT	https://evmportal-resolve.com/collab-server/src/css/main.css	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/collab-server/src/css/main.css	(from https://evmportal-resolve.com/collab-server/index.html)
14:53:45	13997/13997	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Jun%202024%2021:59:38%20GMT	https://evmportal-resolve.com/collab-server/style.css	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/collab-server/style.css	(from https://evmportal-resolve.com/collab-server/index.html)
14:53:45	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:44%20GMT	https://evmportal-resolve.com/collab-server/social-card.html	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/collab-server/social-card.html	(from https://evmportal-resolve.com/collab-server/index.html)
14:53:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:44%20GMT	https://evmportal-resolve.com/syncwallet.online/social-card.png	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/syncwallet.online/social-card.png	(from https://evmportal-resolve.com/collab-server/index.html)
14:53:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Jun%202024%2013:53:46%20GMT	https://evmportal-resolve.com/img/darkkk.jpg	C:/Users/Staff/Desktop/chinko2/evmportal-resolve.com/img/darkkk.jpg	(from https://evmportal-resolve.com/collab-server/index.html)
